,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature,playlist
18,Slow Down Summer,Slow Down Summer,Thomas Rhett,2021-11-05,216764,74,0.00838,0.464,0.755,0.0,0.0989,-5.707,0.0354,155.973,0.449,4,4,modern
19,First Light,First Light,BROWN & GRAY,2021-05-14,180025,69,0.323,0.504,0.746,3.93e-06,0.115,-4.018,0.029,92.955,0.596,6,4,modern
20,At the End of a Bar,Famous Friends,Chris Young,2021-08-06,186373,72,0.0443,0.494,0.782,0.0,0.0921,-4.228,0.0409,75.932,0.44,3,4,modern
21,If I Was a Cowboy,If I Was a Cowboy,Miranda Lambert,2021-10-15,195013,72,0.271,0.575,0.644,0.0,0.131,-5.68,0.0309,80.07,0.626,6,4,modern
22,23,23,Sam Hunt,2021-09-09,179720,74,0.0206,0.641,0.78,0.0,0.143,-5.138,0.0852,98.004,0.693,3,4,modern
23,If It Wasn’t For Trucks,If It Wasn't For Trucks (Big Machine Radio Release Special),Riley Green,2020-09-11,197333,63,0.00047,0.435,0.811,0.0,0.163,-5.594,0.0357,152.041,0.174,2,4,modern
24,Never Say Never (with Lainey Wilson),Never Say Never (with Lainey Wilson),Cole Swindell,2021-11-18,176146,71,0.00717,0.472,0.937,0.0,0.11,-4.028,0.0567,140.073,0.454,0,4,modern
25,Heart On Fire,Heart,Eric Church,2021-04-16,258799,72,0.0352,0.653,0.927,4.47e-05,0.0966,-4.699,0.0289,119.97,0.894,8,4,modern
26,It’s ‘Cause I Am,Real To Me,Callista Clark,2021-02-12,166800,69,0.14,0.731,0.674,0.0,0.114,-5.018,0.0397,99.05,0.623,10,4,modern
27,Paying For It,Paying For It,Levi Hummon,2021-07-14,191087,68,0.0254,0.528,0.802,0.0,0.211,-4.467,0.0403,177.907,0.625,2,4,modern
28,Younger Me,Younger Me,Brothers Osborne,2021-04-16,206853,66,0.0361,0.55,0.683,1.75e-06,0.334,-6.914,0.0362,87.053,0.24,4,4,modern
29,"Back Then, Right Now","Back Then, Right Now",Tenille Arts,2021-05-21,182066,71,0.0142,0.582,0.724,0.0,0.0484,-3.21,0.0319,76.986,0.495,5,4,modern
30,Pull Up,County Line,Chase Matthew,2021-07-30,152000,70,0.506,0.733,0.813,0.0,0.303,-4.752,0.0608,90.002,0.487,0,4,modern
31,To Be Loved By You,To Be Loved By You,Parker McCollum,2021-01-01,198324,70,0.00036,0.473,0.802,0.0,0.304,-4.497,0.037,145.983,0.453,10,4,modern
32,Make It Past Georgia,Make It Past Georgia,Ashland Craft,2021-07-23,201322,67,0.14,0.556,0.725,0.0,0.106,-5.056,0.0314,142.104,0.452,10,4,modern
33,Sleeve,Sleeve,Nate Smith,2021-02-19,261359,52,0.0224,0.698,0.794,0.0,0.167,-5.542,0.0334,125.982,0.299,0,4,modern
34,justified,justified,Kacey Musgraves,2021-08-27,180800,49,0.807,0.669,0.552,0.000874,0.321,-7.98,0.0587,100.102,0.488,0,4,modern
35,Love Is Real,Country Outta My Girl,Morgan Evans,2021-09-24,162973,67,0.00853,0.645,0.732,2.62e-05,0.198,-5.089,0.0453,95.02,0.708,3,4,modern
36,Come Back As A Country Boy,Come Back As A Country Boy,Blake Shelton,2021-10-01,221693,70,0.0197,0.487,0.796,0.000192,0.327,-3.9,0.0339,76.037,0.44,7,4,modern
37,Never Wanted To Be That Girl,Never Wanted To Be That Girl,Carly Pearce,2021-09-15,214416,69,0.151,0.553,0.609,0.0,0.112,-6.436,0.0469,73.903,0.471,1,4,modern
38,South On Ya,South On Ya,Luke Combs,2021-08-26,171864,74,0.017,0.586,0.931,0.0,0.0498,-4.096,0.0453,134.051,0.472,7,4,modern
39,Fancy Like,Country Stuff,Walker Hayes,2021-06-04,161853,83,0.114,0.649,0.76,0.0,0.317,-6.487,0.0574,80.018,0.843,1,4,modern
40,Freedom Was A Highway,Bettie James,Jimmie Allen,2020-07-10,212720,73,0.0891,0.563,0.847,0.0,0.121,-4.493,0.0468,96.06,0.666,1,4,modern
41,Steal My Love,Good Things,Dan + Shay,2021-08-13,162120,73,0.619,0.59,0.633,0.0,0.157,-5.452,0.0328,179.856,0.751,2,4,modern
42,All American,All American,Mickey Guyton,2021-08-20,182080,67,0.27,0.628,0.675,1.46e-06,0.133,-3.534,0.0598,130.159,0.655,0,4,modern
43,Tequila Little Time,Heartache Medication,Jon Pardi,2019-09-27,207161,72,0.0375,0.757,0.705,5.8e-06,0.114,-5.084,0.0252,104.972,0.855,2,4,modern
44,Just Drive,Just Drive,Erin Kinsey,2021-08-06,147693,68,0.0957,0.714,0.766,0.00183,0.0595,-4.42,0.0365,114.964,0.665,6,4,modern
45,Wild Hearts,Wild Hearts,Keith Urban,2021-08-19,182930,70,0.00276,0.605,0.786,0.0,0.347,-4.138,0.0379,116.995,0.512,4,4,modern
46,Best Thing Since Backroads,Best Thing Since Backroads,Jake Owen,2021-08-06,187432,70,0.0423,0.515,0.838,0.000211,0.115,-3.82,0.0306,156.033,0.328,7,4,modern
47,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,285106,86,0.167,0.391,0.715,0.0,0.183,-4.516,0.0495,149.654,0.473,0,3,modern
48,Beer With My Friends (feat. Cole Swindell and David Lee Murphy),Beer With My Friends (feat. Cole Swindell and David Lee Murphy),Shy Carter,2021-06-18,176533,67,0.0446,0.603,0.927,0.0,0.0565,-2.598,0.0562,109.938,0.815,9,4,modern
49,7500 OBO,Here On Earth,Tim McGraw,2020-08-21,221400,69,0.1,0.528,0.718,0.0,0.304,-6.954,0.0337,155.759,0.51,7,4,modern
